Model,TBS1052C
9.840e-02,0.04
9.920e-02,0.2
1.000e-01,0.56
1.008e-01,0.6
1.016e-01,0.88
1.024e-01,0.68
1.032e-01,1.08
1.040e-01,0.96
1.048e-01,0.88
1.056e-01,1.12
1.064e-01,1.28
1.072e-01,1
1.080e-01,1.08
1.088e-01,1.24
1.096e-01,0.68
1.104e-01,1.52
1.112e-01,0.92
1.120e-01,1.28
1.128e-01,1.4
1.136e-01,0.76
1.144e-01,0.76
1.152e-01,0.6
1.160e-01,1.16
1.168e-01,0.84
1.176e-01,0.76
1.184e-01,0.96
1.192e-01,0.96
1.200e-01,0.64
1.208e-01,0.92
1.216e-01,0.48
1.224e-01,0.48
1.232e-01,0.16
1.240e-01,0.08
1.248e-01,-0.16
1.256e-01,0.28
1.264e-01,0.4
1.272e-01,0.2
1.280e-01,0.24
1.288e-01,-0.04
1.296e-01,-0.48
1.304e-01,-0.2
1.312e-01,-0.64
1.320e-01,-0.52
1.328e-01,-1.84
1.336e-01,0.04
1.344e-01,-1.24
1.352e-01,-1.44
1.360e-01,-1.64
1.368e-01,-0.16
1.376e-01,-0.28
1.384e-01,-0.36
1.392e-01,-0.48
1.400e-01,-0.56
1.408e-01,-0.68
1.416e-01,-0.68
1.424e-01,-0.76
1.432e-01,-0.68
1.440e-01,-0.88
1.448e-01,-0.92
1.456e-01,-0.64
1.464e-01,-0.92
1.472e-01,-0.72
1.480e-01,-0.64
1.488e-01,-0.76
1.496e-01,-0.48
1.504e-01,-0.48
1.512e-01,-0.6
1.520e-01,-0.48
1.528e-01,-0.68
1.536e-01,-0.68
1.544e-01,-0.36
1.552e-01,-0.48
1.560e-01,-1.68
1.568e-01,-0.24
1.576e-01,-0.72
1.584e-01,-1.12
1.592e-01,-0.44
1.600e-01,-0.12
1.608e-01,-0.12
1.616e-01,-0.2
1.624e-01,-0.2
1.632e-01,-0.32
1.640e-01,-0.36
1.648e-01,-0.4
1.656e-01,-0.36
1.664e-01,-0.32
1.672e-01,-0.24
1.680e-01,-0.24
1.688e-01,-0.12
1.696e-01,0
1.704e-01,0.24
1.712e-01,0.24
1.720e-01,0.28
1.728e-01,0.56
1.736e-01,0.36
1.744e-01,0.48
1.752e-01,0.64
1.760e-01,0.16
1.768e-01,0.64
1.776e-01,0.68
1.784e-01,0.56
1.792e-01,0.84
1.800e-01,1.08
1.808e-01,1
1.816e-01,0.6
1.824e-01,1.36
1.832e-01,1.44
1.840e-01,1.36
1.848e-01,1.16
1.856e-01,0.96
1.864e-01,0.96
1.872e-01,0.76
1.880e-01,0.88
1.888e-01,1
1.896e-01,0.84
1.904e-01,1.16
1.912e-01,1
1.920e-01,1.08
1.928e-01,1.04
1.936e-01,0.96
1.944e-01,0.8
1.952e-01,0.32
1.960e-01,0.08
1.968e-01,1.04
1.976e-01,0.64
1.984e-01,0.2
1.992e-01,0.28
2.000e-01,0.16
2.008e-01,-0.36
2.016e-01,-0.6
2.024e-01,-0.28
2.032e-01,-0.6
2.040e-01,-0.56
2.048e-01,-0.88
2.056e-01,-2.28
2.064e-01,-1.32
2.072e-01,-1.04
2.080e-01,-1.28
2.088e-01,-1.96
2.096e-01,-1.48
2.104e-01,-0.56
2.112e-01,-0.96
2.120e-01,-0.96
2.128e-01,-0.88
2.136e-01,-1.08
2.144e-01,-1.24
2.152e-01,-1.28
2.160e-01,-1.16
2.168e-01,-1.04
2.176e-01,-0.84
2.184e-01,-0.92
2.192e-01,-0.84
2.200e-01,-0.76
2.208e-01,-0.8
2.216e-01,-0.48
2.224e-01,-0.44
2.232e-01,-1.72
2.240e-01,0.24
2.248e-01,0.6
2.256e-01,-0.08
2.264e-01,-0.44
2.272e-01,-0.2
2.280e-01,-0.36
2.288e-01,0
2.296e-01,-0.12
2.304e-01,-0.32
2.312e-01,-0.08
2.320e-01,0.04
2.328e-01,0
2.336e-01,-0.04
2.344e-01,0.4
2.352e-01,0.52
2.360e-01,0.36
2.368e-01,0.56
2.376e-01,0.6
2.384e-01,0.6
2.392e-01,0.4
2.400e-01,0.4
2.408e-01,0.44
2.416e-01,0.6
2.424e-01,0.4
2.432e-01,0.28
2.440e-01,0.6
2.448e-01,0.6
2.456e-01,0.44
2.464e-01,0.92
2.472e-01,0.64
2.480e-01,0.6
2.488e-01,0.44
2.496e-01,0.44
2.504e-01,0.44
2.512e-01,0.72
2.520e-01,0.44
2.528e-01,0.56
2.536e-01,0.64
2.544e-01,0.32
2.552e-01,0.52
2.560e-01,0.56
2.568e-01,0.64
2.576e-01,0.8
2.584e-01,0.44
2.592e-01,1.04
2.600e-01,0.96
2.608e-01,0.4
2.616e-01,0.76
2.624e-01,0.56
2.632e-01,0.28
2.640e-01,0.12
2.648e-01,-0.04
2.656e-01,0.12
2.664e-01,0.12
2.672e-01,-0.08
2.680e-01,0.2
2.688e-01,0.28
2.696e-01,0.24
2.704e-01,1.16
2.712e-01,-0.28
2.720e-01,0.32
2.728e-01,0.32
2.736e-01,0.52
2.744e-01,0.12
2.752e-01,-0.44
2.760e-01,-0.4
2.768e-01,0.08
2.776e-01,-0.16
2.784e-01,-0.44
2.792e-01,-0.68
2.800e-01,-0.52
2.808e-01,-1
2.816e-01,-1.24
2.824e-01,-0.92
2.832e-01,-0.8
2.840e-01,-1
2.848e-01,-1.2
2.856e-01,-0.64
2.864e-01,-0.72
2.872e-01,-0.84
2.880e-01,-1.12
2.888e-01,-1.12
2.896e-01,-1.24
2.904e-01,-1.36
2.912e-01,-1.24
2.920e-01,-1.28
2.928e-01,-1.2
2.936e-01,-1.24
2.944e-01,-1.12
2.952e-01,-0.72
2.960e-01,-5.08
2.968e-01,-0.24
2.976e-01,0
2.984e-01,-0.08
2.992e-01,-0.88
3.000e-01,-0.68
3.008e-01,-0.28
3.016e-01,-0.16
3.024e-01,-0.2
3.032e-01,-0.6
3.040e-01,-0.44
3.048e-01,0.2
3.056e-01,0.2
3.064e-01,0.6
3.072e-01,0.72
3.080e-01,0.88
3.088e-01,0.92
3.096e-01,1
3.104e-01,1.4
3.112e-01,0.92
3.120e-01,0.88
3.128e-01,1.08
3.136e-01,1.04
3.144e-01,1.32
3.152e-01,1.28
3.160e-01,0.4
3.168e-01,1.08
3.176e-01,1.48
3.184e-01,0.92
3.192e-01,1.28
3.200e-01,0.92
3.208e-01,0.72
3.216e-01,0.8
3.224e-01,0.72
3.232e-01,0.84
3.240e-01,0.72
3.248e-01,0.36
3.256e-01,0.72
3.264e-01,1.12
3.272e-01,0.52
3.280e-01,0.4
3.288e-01,0.24
3.296e-01,0.64
3.304e-01,0.4
3.312e-01,-0.08
3.320e-01,-0.16
3.328e-01,0.2
3.336e-01,0.2
3.344e-01,0.44
3.352e-01,0.48
3.360e-01,0.08
3.368e-01,0.28
3.376e-01,-0.12
3.384e-01,-0.28
3.392e-01,-0.16
3.400e-01,-0.68
3.408e-01,-0.88
3.416e-01,-0.44
3.424e-01,-0.6
3.432e-01,-0.44
3.440e-01,-0.4
3.448e-01,-0.16
3.456e-01,-0.16
3.464e-01,-0.52
3.472e-01,-0.64
3.480e-01,0.28
3.488e-01,-1.2
3.496e-01,-0.76
3.504e-01,-1.04
3.512e-01,-0.64
3.520e-01,-0.68
3.528e-01,-1.08
3.536e-01,-0.64
3.544e-01,-0.56
3.552e-01,-0.72
3.560e-01,-0.56
3.568e-01,-0.36
3.576e-01,-0.24
3.584e-01,-0.4
3.592e-01,-0.52
3.600e-01,-0.48
3.608e-01,-0.64
3.616e-01,-0.68
3.624e-01,-0.88
3.632e-01,-1
3.640e-01,-0.68
3.648e-01,-0.96
3.656e-01,-0.96
3.664e-01,0.92
3.672e-01,-0.08
3.680e-01,-0.88
3.688e-01,-1
3.696e-01,-0.32
3.704e-01,-0.12
3.712e-01,-0.16
3.720e-01,-0.24
3.728e-01,-0.28
3.736e-01,-0.6
3.744e-01,-0.4
3.752e-01,-0.24
3.760e-01,-0.48
3.768e-01,-0.32
3.776e-01,-0.08
3.784e-01,0.24
3.792e-01,0.44
3.800e-01,0.44
3.808e-01,0.8
3.816e-01,0.92
3.824e-01,0.8
3.832e-01,0.76
3.840e-01,0.88
3.848e-01,1
3.856e-01,0.84
3.864e-01,0.92
3.872e-01,1.08
3.880e-01,1.12
3.888e-01,0.88
3.896e-01,1.36
3.904e-01,1.4
3.912e-01,1.36
3.920e-01,1.2
3.928e-01,0.88
3.936e-01,0.84
3.944e-01,0.72
3.952e-01,0.6
3.960e-01,0.4
3.968e-01,0.8
3.976e-01,0.68
3.984e-01,1
3.992e-01,0.84
4.000e-01,0.72
4.008e-01,0.88
4.016e-01,0.6
4.024e-01,0.28
4.032e-01,0.16
4.040e-01,0.44
4.048e-01,-0.2
4.056e-01,0.36
4.064e-01,0.4
4.072e-01,0.04
4.080e-01,0.44
4.088e-01,0.16
4.096e-01,0.12
4.104e-01,0
4.112e-01,-0.24
4.120e-01,-0.32
4.128e-01,-0.92
4.136e-01,-0.92
4.144e-01,-0.8
4.152e-01,-1.2
4.160e-01,-0.88
4.168e-01,-1.04
4.176e-01,-1.28
4.184e-01,-0.72
4.192e-01,-0.8
4.200e-01,-1.2
4.208e-01,-1
4.216e-01,-0.64
4.224e-01,-0.44
4.232e-01,-0.6
4.240e-01,-0.72
4.248e-01,-1.08
4.256e-01,-1.28
4.264e-01,-1
4.272e-01,-1.24
4.280e-01,-1.16
4.288e-01,-0.84
4.296e-01,-0.8
4.304e-01,-1.08
4.312e-01,-0.92
4.320e-01,-0.88
4.328e-01,-0.64
4.336e-01,-2.08
4.344e-01,-0.44
4.352e-01,-0.52
4.360e-01,-1.16
4.368e-01,-0.64
4.376e-01,-0.76
4.384e-01,-0.64
4.392e-01,-0.32
4.400e-01,-0.4
4.408e-01,-0.2
4.416e-01,-0.32
4.424e-01,0.12
4.432e-01,0.24
4.440e-01,0.12
4.448e-01,0.56
4.456e-01,0.84
4.464e-01,0.56
4.472e-01,0.96
4.480e-01,0.96
4.488e-01,0.84
4.496e-01,0.96
4.504e-01,1.04
4.512e-01,0.96
4.520e-01,1.2
4.528e-01,1.32
4.536e-01,1.08
4.544e-01,0.52
4.552e-01,1.8
4.560e-01,1.2
4.568e-01,1.2
4.576e-01,0.56
4.584e-01,0.64
4.592e-01,1.12
4.600e-01,0.84
4.608e-01,1.08
4.616e-01,0.68
4.624e-01,0.36
4.632e-01,1.52
4.640e-01,1.04
4.648e-01,0.88
4.656e-01,0.92
4.664e-01,0.48
4.672e-01,0.32
4.680e-01,0.4
4.688e-01,0.32
4.696e-01,0.4
4.704e-01,-0.28
4.712e-01,0.12
4.720e-01,0.76
4.728e-01,0.28
4.736e-01,0.12
4.744e-01,-1.24
4.752e-01,-0.92
4.760e-01,0.08
4.768e-01,-1.08
4.776e-01,-0.44
4.784e-01,-0.24
4.792e-01,-0.8
4.800e-01,-0.52
4.808e-01,-1.24
4.816e-01,-0.64
4.824e-01,0.4
4.832e-01,0.08
4.840e-01,-0.4
4.848e-01,0.08
4.856e-01,-0.16
4.864e-01,-0.6
4.872e-01,-0.96
4.880e-01,-0.56
4.888e-01,-0.96
4.896e-01,-1.12
4.904e-01,-0.8
4.912e-01,-0.76
4.920e-01,-0.64
4.928e-01,-0.72
4.936e-01,-0.6
4.944e-01,-0.36
4.952e-01,-0.56
4.960e-01,-0.44
4.968e-01,-0.52
4.976e-01,-0.52
4.984e-01,-0.72
4.992e-01,-0.84
5.000e-01,-0.68
5.008e-01,-0.48
5.016e-01,-0.84
5.024e-01,-0.6
5.032e-01,0.2
5.040e-01,0.64
5.048e-01,-0.4
5.056e-01,-0.36
5.064e-01,-0.08
5.072e-01,-0.12
5.080e-01,-0.32
5.088e-01,-0.24
5.096e-01,-0.4
5.104e-01,-0.48
5.112e-01,-0.48
5.120e-01,-0.52
5.128e-01,-0.44
5.136e-01,-0.44
5.144e-01,-0.32
5.152e-01,0.04
5.160e-01,0.16
5.168e-01,0.4
5.176e-01,0.48
5.184e-01,0.48
5.192e-01,0.64
5.200e-01,0.52
5.208e-01,0.36
5.216e-01,0.6
5.224e-01,0.2
5.232e-01,0.48
5.240e-01,0.6
5.248e-01,0.8
5.256e-01,1
5.264e-01,1.04
5.272e-01,1.32
5.280e-01,1.44
5.288e-01,1.12
5.296e-01,1.6
5.304e-01,1.4
5.312e-01,1.32
5.320e-01,0.88
5.328e-01,0.6
5.336e-01,0.76
5.344e-01,0.72
5.352e-01,1.04
5.360e-01,1.36
5.368e-01,1.36
5.376e-01,1.16
5.384e-01,1.12
5.392e-01,0.92
5.400e-01,0.84
5.408e-01,0.44
5.416e-01,-0.28
5.424e-01,0.2
5.432e-01,-0.04
5.440e-01,0.36
5.448e-01,0.44
5.456e-01,0.24
5.464e-01,-0.32
5.472e-01,-1.76
5.480e-01,-0.2
5.488e-01,-0.28
5.496e-01,-1
5.504e-01,-1.24
5.512e-01,-2.04
5.520e-01,-1.4
5.528e-01,-1.04
5.536e-01,-1.52
5.544e-01,-0.32
5.552e-01,-1.04
5.560e-01,-0.72
5.568e-01,-0.76
5.576e-01,-0.92
5.584e-01,-0.92
5.592e-01,-1.2
5.600e-01,-1.24
5.608e-01,-0.72
5.616e-01,-1.32
5.624e-01,-1.28
5.632e-01,-0.88
5.640e-01,-0.92
5.648e-01,-0.92
5.656e-01,-0.76
5.664e-01,-0.84
5.672e-01,-0.48
5.680e-01,-0.4
5.688e-01,-0.8
5.696e-01,0.88
5.704e-01,0.48
5.712e-01,-0.6
5.720e-01,-0.16
5.728e-01,-0.12
5.736e-01,-0.56
5.744e-01,-0.24
5.752e-01,-0.04
5.760e-01,0.04
5.768e-01,-0.04
5.776e-01,-0.28
5.784e-01,-0.08
5.792e-01,-0.16
5.800e-01,0.24
5.808e-01,0.16
5.816e-01,0.32
5.824e-01,0.56
5.832e-01,0.4
5.840e-01,0.52
5.848e-01,0.56
5.856e-01,0.52
5.864e-01,0.4
5.872e-01,0.36
5.880e-01,0.76
5.888e-01,0.44
5.896e-01,0.56
5.904e-01,0.92
5.912e-01,0.6
5.920e-01,0.84
5.928e-01,0.96
5.936e-01,1.52
5.944e-01,1.32
5.952e-01,1.04
5.960e-01,0.76
5.968e-01,1.08
5.976e-01,0.76
5.984e-01,0.48
5.992e-01,0.68
6.000e-01,0.64
6.008e-01,0.64
6.016e-01,0.56
6.024e-01,0.6
6.032e-01,0.92
6.040e-01,0.88
6.048e-01,0.84
6.056e-01,0.68
6.064e-01,0.88
6.072e-01,0.76
6.080e-01,0.52
6.088e-01,0.44
6.096e-01,0.24
6.104e-01,0.08
6.112e-01,0.08
6.120e-01,0.2
6.128e-01,0.08
6.136e-01,0.12
6.144e-01,0.32
6.152e-01,0.4
6.160e-01,0.16
6.168e-01,-0.04
6.176e-01,-0.4
6.184e-01,-0.76
6.192e-01,-0.52
6.200e-01,-0.44
6.208e-01,-0.44
6.216e-01,-0.52
6.224e-01,-0.56
6.232e-01,-0.36
6.240e-01,-0.52
6.248e-01,-0.8
6.256e-01,-0.56
6.264e-01,-0.48
6.272e-01,-0.52
6.280e-01,-0.44
6.288e-01,-0.64
6.296e-01,-0.36
6.304e-01,-0.64
6.312e-01,-0.76
6.320e-01,-0.56
6.328e-01,-0.72
6.336e-01,-0.68
6.344e-01,-0.68
6.352e-01,-0.8
6.360e-01,-0.64
6.368e-01,-0.76
6.376e-01,-0.8
6.384e-01,-0.72
6.392e-01,-0.84
6.400e-01,-0.72
6.408e-01,-0.92
6.416e-01,-1.08
6.424e-01,-0.56
6.432e-01,-1.24
6.440e-01,-2.6
6.448e-01,-1.04
6.456e-01,-0.68
6.464e-01,0.08
6.472e-01,-0.48
6.480e-01,-0.64
6.488e-01,-0.44
6.496e-01,-0.4
6.504e-01,-0.44
6.512e-01,-0.6
6.520e-01,-0.32
6.528e-01,0.16
6.536e-01,-0.32
6.544e-01,0.16
6.552e-01,0.44
6.560e-01,0.44
6.568e-01,0.56
6.576e-01,1.08
6.584e-01,1
6.592e-01,0.8
6.600e-01,0.88
6.608e-01,0.72
6.616e-01,1.2
6.624e-01,1.76
6.632e-01,0.96
6.640e-01,1.64
6.648e-01,1.64
6.656e-01,0.88
6.664e-01,1.64
6.672e-01,1.4
6.680e-01,1
6.688e-01,1.24
6.696e-01,0.36
6.704e-01,0.64
6.712e-01,1.32
6.720e-01,1.04
6.728e-01,0.6
6.736e-01,1
6.744e-01,0.76
6.752e-01,0.68
6.760e-01,0.72
6.768e-01,0.48
6.776e-01,0.4
6.784e-01,0.2
6.792e-01,0.04
6.800e-01,0.04
6.808e-01,0.04
6.816e-01,0.32
6.824e-01,0.2
6.832e-01,0.08
6.840e-01,-0.08
6.848e-01,-0.04
6.856e-01,0
6.864e-01,-0.2
6.872e-01,-0.72
6.880e-01,-0.44
6.888e-01,-0.56
6.896e-01,-0.36
6.904e-01,-0.6
6.912e-01,-0.56
6.920e-01,-0.72
6.928e-01,-0.16
6.936e-01,-0.44
6.944e-01,-0.8
6.952e-01,-0.72
6.960e-01,-0.52
6.968e-01,-0.56
6.976e-01,-0.52
6.984e-01,-0.6
6.992e-01,-0.84
7.000e-01,-0.72
7.008e-01,-0.76
7.016e-01,-0.64
7.024e-01,-0.68
7.032e-01,-0.64
7.040e-01,-0.72
7.048e-01,-0.68
7.056e-01,-0.64
7.064e-01,-0.64
7.072e-01,-0.36
7.080e-01,-0.48
7.088e-01,-0.56
7.096e-01,-0.48
7.104e-01,-0.4
7.112e-01,-0.36
7.120e-01,-0.4
7.128e-01,-0.48
7.136e-01,-0.28
7.144e-01,0.52
7.152e-01,-0.96
7.160e-01,0
7.168e-01,0.32
7.176e-01,0.2
7.184e-01,-0.04
7.192e-01,-0.24
7.200e-01,-0.04
7.208e-01,-0.28
7.216e-01,-0.08
7.224e-01,-0.24
7.232e-01,-0.04
7.240e-01,-0.08
7.248e-01,-0.04
7.256e-01,-0.04
7.264e-01,0.08
7.272e-01,0.08
7.280e-01,0.12
7.288e-01,0.16
7.296e-01,0.16
7.304e-01,0.28
7.312e-01,0.28
7.320e-01,0.32
7.328e-01,0.2
7.336e-01,0.08
7.344e-01,0.08
7.352e-01,0.24
7.360e-01,0.28
7.368e-01,0.04
7.376e-01,0.28
7.384e-01,0.12
7.392e-01,0.44
7.400e-01,0.32
7.408e-01,0.28
7.416e-01,0.36
7.424e-01,0.28
7.432e-01,0.24
7.440e-01,0.44
7.448e-01,0.36
7.456e-01,0.32
7.464e-01,0.36
7.472e-01,-0.08
7.480e-01,0.32
7.488e-01,-0.32
7.496e-01,0.36
7.504e-01,0.12
7.512e-01,0.4
7.520e-01,0.36
7.528e-01,0.36
7.536e-01,0.36
7.544e-01,0.24
7.552e-01,0.36
7.560e-01,0.28
7.568e-01,0.4
7.576e-01,0.36
7.584e-01,0.32
7.592e-01,0.32
7.600e-01,0.52
7.608e-01,0.32
7.616e-01,0.48
7.624e-01,0.48
7.632e-01,0.36
7.640e-01,0.48
7.648e-01,0.44
7.656e-01,0.28
7.664e-01,0.32
7.672e-01,0.16
7.680e-01,0.24
7.688e-01,0.2
7.696e-01,0
7.704e-01,0.24
7.712e-01,0.16
7.720e-01,0.24
7.728e-01,0.16
7.736e-01,0.2
7.744e-01,0.24
7.752e-01,0.48
7.760e-01,0.12
7.768e-01,0.24
7.776e-01,0.28
7.784e-01,0.16
7.792e-01,0.04
7.800e-01,-0.36
7.808e-01,-0.28
7.816e-01,-0.24
7.824e-01,-0.08
7.832e-01,-0.16
7.840e-01,-0.4
7.848e-01,-0.24
7.856e-01,-0.04
7.864e-01,-0.16
7.872e-01,-0.12
7.880e-01,-0.36
7.888e-01,-0.36
7.896e-01,-0.32
7.904e-01,-0.48
7.912e-01,-0.68
7.920e-01,-0.6
7.928e-01,-0.68
7.936e-01,-0.52
7.944e-01,-0.48
7.952e-01,-0.56
7.960e-01,-0.6
7.968e-01,-0.56
7.976e-01,0.04
7.984e-01,0.04
7.992e-01,0.04

